method,query_id,doc_id,latency_ms
jev-score,PLAIN-1141,MED-1051,243.33
jev-score,PLAIN-1141,MED-2298,240.98
jev-score,PLAIN-1141,MED-3625,219.04
jev-score,PLAIN-1141,MED-1343,279.88
jev-score,PLAIN-1141,MED-1704,265.93
jev-score,PLAIN-1141,MED-4415,229.24
jev-score,PLAIN-1141,MED-5354,244.39
jev-score,PLAIN-1141,MED-4153,279.71
jev-score,PLAIN-1141,MED-4882,267.8
jev-score,PLAIN-1151,MED-1179,216.9
jev-score,PLAIN-1151,MED-4489,259.68
jev-score,PLAIN-1151,MED-3306,339.14
jev-score,PLAIN-1151,MED-1759,309.0
jev-score,PLAIN-1151,MED-1181,401.62
jev-score,PLAIN-1151,MED-2299,318.55
jev-score,PLAIN-1151,MED-2742,284.97
jev-score,PLAIN-1151,MED-3372,229.02
jev-score,PLAIN-1151,MED-2738,191.89
jev-score,PLAIN-1151,MED-761,235.85
jev-score,PLAIN-1151,MED-2388,266.0
jev-score,PLAIN-1151,MED-2182,417.83
jev-score,PLAIN-1151,MED-3310,230.62
jev-score,PLAIN-1151,MED-1725,248.02
jev-score,PLAIN-1151,MED-5345,259.87
jev-score,PLAIN-1151,MED-3958,252.94
jev-score,PLAIN-1151,MED-1053,325.14
jev-score,PLAIN-1151,MED-2064,239.9
jev-score,PLAIN-1151,MED-4932,213.19
jev-score,PLAIN-1151,MED-859,260.03
jev-score,PLAIN-1161,MED-3584,265.09
jev-score,PLAIN-1161,MED-3138,290.59
jev-score,PLAIN-1161,MED-1880,305.82
jev-score,PLAIN-1161,MED-2140,257.84
jev-score,PLAIN-1161,MED-3136,216.0
jev-score,PLAIN-1161,MED-2141,285.75
jev-score,PLAIN-1161,MED-4991,289.24
jev-score,PLAIN-1161,MED-2147,219.62
jev-score,PLAIN-1161,MED-2144,273.45
jev-score,PLAIN-1161,MED-5079,261.52
jev-score,PLAIN-1161,MED-2010,274.79
jev-score,PLAIN-1161,MED-2085,225.93
jev-score,PLAIN-1161,MED-3141,240.27
jev-score,PLAIN-1161,MED-2570,236.69
jev-score,PLAIN-1161,MED-3894,263.68
jev-score,PLAIN-1161,MED-719,270.86
jev-score,PLAIN-1161,MED-724,249.12
jev-score,PLAIN-1161,MED-2150,343.68
jev-score,PLAIN-1161,MED-875,355.26
jev-score,PLAIN-1161,MED-4165,283.85
jev-score,PLAIN-1172,MED-4150,289.99
jev-score,PLAIN-1172,MED-10,356.74
jev-score,PLAIN-1172,MED-14,261.23
jev-score,PLAIN-1172,MED-118,279.71
jev-score,PLAIN-1172,MED-301,292.49
jev-score,PLAIN-1172,MED-306,301.42
jev-score,PLAIN-1172,MED-329,256.71
jev-score,PLAIN-1172,MED-330,229.94
jev-score,PLAIN-1172,MED-332,223.57
jev-score,PLAIN-1172,MED-334,296.38
jev-score,PLAIN-1172,MED-335,281.91
jev-score,PLAIN-1172,MED-398,266.88
jev-score,PLAIN-1172,MED-557,236.55
jev-score,PLAIN-1172,MED-666,253.6
jev-score,PLAIN-1172,MED-691,305.48
jev-score,PLAIN-1172,MED-692,261.46
jev-score,PLAIN-1172,MED-702,270.68
jev-score,PLAIN-1172,MED-706,222.98
jev-score,PLAIN-1172,MED-707,202.35
jev-score,PLAIN-1172,MED-708,255.94
jev-score,PLAIN-1183,MED-1276,267.85
jev-score,PLAIN-1183,MED-4727,245.78
jev-score,PLAIN-1183,MED-5331,274.52
jev-score,PLAIN-1183,MED-2582,265.78
jev-score,PLAIN-1183,MED-10,261.53
jev-score,PLAIN-1183,MED-3856,212.6
jev-score,PLAIN-1183,MED-1201,277.51
jev-score,PLAIN-1183,MED-4070,925.56
jev-score,PLAIN-1183,MED-3981,241.02
jev-score,PLAIN-1183,MED-3976,262.31
jev-score,PLAIN-1183,MED-5192,255.05
jev-score,PLAIN-1183,MED-5351,225.77
jev-score,PLAIN-1183,MED-5369,274.42
jev-score,PLAIN-1183,MED-1242,198.43
jev-score,PLAIN-1183,MED-14,257.71
jev-score,PLAIN-1183,MED-118,200.89
jev-score,PLAIN-1183,MED-301,240.77
jev-score,PLAIN-1183,MED-306,359.06
jev-score,PLAIN-1183,MED-329,256.58
jev-score,PLAIN-1183,MED-330,204.89
jev-score,PLAIN-1193,MED-2378,221.56
jev-score,PLAIN-1193,MED-3868,228.83
jev-score,PLAIN-1193,MED-3796,188.75
jev-score,PLAIN-1193,MED-839,245.07
jev-score,PLAIN-1193,MED-1825,255.84
jev-score,PLAIN-1193,MED-1826,177.49
jev-score,PLAIN-1193,MED-3869,286.59
jev-score,PLAIN-1193,MED-1827,205.65
jev-score,PLAIN-1193,MED-4303,243.8
jev-score,PLAIN-1193,MED-4004,191.93
jev-score,PLAIN-1193,MED-5085,227.63
jev-score,PLAIN-1193,MED-927,205.32
jev-score,PLAIN-1193,MED-928,230.48
jev-score,PLAIN-1193,MED-3668,241.22
jev-score,PLAIN-1193,MED-3659,288.15
jev-score,PLAIN-1193,MED-2711,248.33
jev-score,PLAIN-1193,MED-1523,208.43
jev-score,PLAIN-1193,MED-1390,242.96
jev-score,PLAIN-1193,MED-4000,220.36
jev-score,PLAIN-1193,MED-5268,285.1
jev-score,PLAIN-1203,MED-4771,277.5
jev-score,PLAIN-1203,MED-1203,242.52
jev-score,PLAIN-1203,MED-3275,228.89
jev-score,PLAIN-1203,MED-4872,245.08
jev-score,PLAIN-1203,MED-4764,313.23
jev-score,PLAIN-1203,MED-4600,222.01
jev-score,PLAIN-1203,MED-5208,285.8
jev-score,PLAIN-1203,MED-986,283.45
jev-score,PLAIN-1203,MED-1528,277.19
jev-score,PLAIN-1203,MED-980,239.6
jev-score,PLAIN-1203,MED-1504,287.8
jev-score,PLAIN-1203,MED-3427,209.09
jev-score,PLAIN-1203,MED-994,301.91
jev-score,PLAIN-1203,MED-2762,261.94
jev-score,PLAIN-1203,MED-922,237.9
jev-score,PLAIN-1203,MED-3221,211.1
jev-score,PLAIN-1203,MED-3215,245.51
jev-score,PLAIN-1203,MED-1067,282.91
jev-score,PLAIN-1203,MED-846,341.56
jev-score,PLAIN-1203,MED-5270,292.83
jev-score,PLAIN-1214,MED-10,285.33
jev-score,PLAIN-1214,MED-14,265.71
jev-score,PLAIN-1214,MED-118,238.61
jev-score,PLAIN-1214,MED-301,245.9
jev-score,PLAIN-1214,MED-306,250.7
jev-score,PLAIN-1214,MED-329,266.24
jev-score,PLAIN-1214,MED-330,221.61
jev-score,PLAIN-1214,MED-332,243.41
jev-score,PLAIN-1214,MED-334,217.27
jev-score,PLAIN-1214,MED-335,215.0
jev-score,PLAIN-1214,MED-398,214.3
jev-score,PLAIN-1214,MED-557,280.33
jev-score,PLAIN-1214,MED-666,217.7
jev-score,PLAIN-1214,MED-691,302.46
jev-score,PLAIN-1214,MED-692,244.98
jev-score,PLAIN-1214,MED-702,261.18
jev-score,PLAIN-1214,MED-706,348.51
jev-score,PLAIN-1214,MED-707,175.9
jev-score,PLAIN-1214,MED-708,435.44
jev-score,PLAIN-1214,MED-709,275.94
jev-score,PLAIN-1225,MED-918,221.63
jev-score,PLAIN-1225,MED-1669,305.87
jev-score,PLAIN-1225,MED-1674,229.62
jev-score,PLAIN-1225,MED-717,232.38
jev-score,PLAIN-1225,MED-3059,249.9
jev-score,PLAIN-1225,MED-1710,201.14
jev-score,PLAIN-1225,MED-1675,240.64
jev-score,PLAIN-1225,MED-1672,249.24
jev-score,PLAIN-1225,MED-1261,251.06
jev-score,PLAIN-1225,MED-2969,282.36
jev-score,PLAIN-1225,MED-5057,234.51
jev-score,PLAIN-1225,MED-3734,220.9
jev-score,PLAIN-1225,MED-1707,226.77
jev-score,PLAIN-1225,MED-2420,228.74
jev-score,PLAIN-1225,MED-2191,239.99
jev-score,PLAIN-1225,MED-2195,249.44
jev-score,PLAIN-1225,MED-1743,225.85
jev-score,PLAIN-1225,MED-3476,232.24
jev-score,PLAIN-1225,MED-4822,261.57
jev-score,PLAIN-1225,MED-1259,234.25
jev-score,PLAIN-1236,MED-1341,222.26
jev-score,PLAIN-1236,MED-10,216.16
jev-score,PLAIN-1236,MED-14,257.35
jev-score,PLAIN-1236,MED-118,227.9
jev-score,PLAIN-1236,MED-301,204.91
jev-score,PLAIN-1236,MED-306,254.56
jev-score,PLAIN-1236,MED-329,256.68
jev-score,PLAIN-1236,MED-330,334.75
jev-score,PLAIN-1236,MED-332,220.59
jev-score,PLAIN-1236,MED-334,224.89
jev-score,PLAIN-1236,MED-335,230.65
jev-score,PLAIN-1236,MED-398,253.49
jev-score,PLAIN-1236,MED-557,210.97
jev-score,PLAIN-1236,MED-666,298.63
jev-score,PLAIN-1236,MED-691,259.8
jev-score,PLAIN-1236,MED-692,212.8
jev-score,PLAIN-1236,MED-702,266.47
jev-score,PLAIN-1236,MED-706,191.42
jev-score,PLAIN-1236,MED-707,285.24
jev-score,PLAIN-1236,MED-708,198.67
jev-score,PLAIN-1249,MED-3283,306.09
jev-score,PLAIN-1249,MED-2303,246.57
jev-score,PLAIN-1249,MED-3928,237.78
jev-score,PLAIN-1249,MED-2090,245.45
jev-score,PLAIN-1249,MED-3173,219.21
jev-score,PLAIN-1249,MED-2674,265.62
jev-score,PLAIN-1249,MED-5055,427.88
jev-score,PLAIN-1249,MED-4854,214.42
jev-score,PLAIN-1249,MED-1442,198.03
jev-score,PLAIN-1249,MED-5018,223.5
jev-score,PLAIN-1249,MED-4939,229.99
jev-score,PLAIN-1249,MED-3305,424.98
jev-score,PLAIN-1249,MED-3961,241.77
jev-score,PLAIN-1249,MED-4428,189.8
jev-score,PLAIN-1249,MED-3648,380.75
jev-score,PLAIN-1249,MED-3706,237.84
jev-score,PLAIN-1249,MED-1780,230.94
jev-score,PLAIN-1249,MED-3172,277.75
jev-score,PLAIN-1249,MED-1229,224.02
jev-score,PLAIN-1249,MED-2123,253.77
jev-score,PLAIN-1262,MED-983,266.65
jev-score,PLAIN-1262,MED-5293,259.25
jev-score,PLAIN-1262,MED-4932,379.43
jev-score,PLAIN-1262,MED-4911,232.87
jev-score,PLAIN-1262,MED-2211,277.74
jev-score,PLAIN-1262,MED-5331,420.57
jev-score,PLAIN-1262,MED-4096,337.33
jev-score,PLAIN-1262,MED-5303,281.74
jev-score,PLAIN-1262,MED-921,231.31
jev-score,PLAIN-1262,MED-3174,190.0
jev-score,PLAIN-1262,MED-4697,237.84
jev-score,PLAIN-1262,MED-1611,197.79
jev-score,PLAIN-1262,MED-2484,223.64
jev-score,PLAIN-1262,MED-1353,271.56
jev-score,PLAIN-1262,MED-2082,299.54
jev-score,PLAIN-1262,MED-1054,217.79
jev-score,PLAIN-1262,MED-4132,250.15
jev-score,PLAIN-1262,MED-1979,250.71
jev-score,PLAIN-1262,MED-5220,223.05
jev-score,PLAIN-1262,MED-5302,222.83
jev-score,PLAIN-1275,MED-4712,248.93
jev-score,PLAIN-1275,MED-2886,222.88
jev-score,PLAIN-1275,MED-1676,214.4
jev-score,PLAIN-1275,MED-2924,196.68
jev-score,PLAIN-1275,MED-4900,219.62
jev-score,PLAIN-1275,MED-1671,211.25
jev-score,PLAIN-1275,MED-2076,215.03
jev-score,PLAIN-1275,MED-2665,351.69
jev-score,PLAIN-1275,MED-4576,303.93
jev-score,PLAIN-1275,MED-4366,262.22
jev-score,PLAIN-1275,MED-2966,245.72
jev-score,PLAIN-1275,MED-2922,228.03
jev-score,PLAIN-1275,MED-3929,272.68
jev-score,PLAIN-1275,MED-5083,233.1
jev-score,PLAIN-1275,MED-3738,194.39
jev-score,PLAIN-1275,MED-3748,212.44
jev-score,PLAIN-1275,MED-3728,244.31
jev-score,PLAIN-1275,MED-5084,240.35
jev-score,PLAIN-1275,MED-5354,195.08
jev-score,PLAIN-1275,MED-851,254.96
jev-score,PLAIN-1288,MED-1538,210.26
jev-score,PLAIN-1288,MED-1533,242.63
jev-score,PLAIN-1288,MED-2085,235.23
jev-score,PLAIN-1288,MED-2663,259.52
jev-score,PLAIN-1288,MED-1795,264.78
jev-score,PLAIN-1288,MED-3728,303.77
jev-score,PLAIN-1288,MED-3382,237.36
jev-score,PLAIN-1288,MED-4029,232.8
jev-score,PLAIN-1288,MED-5065,194.93
jev-score,PLAIN-1288,MED-4585,346.06
jev-score,PLAIN-1288,MED-2083,232.16
jev-score,PLAIN-1288,MED-3199,243.02
jev-score,PLAIN-1288,MED-3700,223.01
jev-score,PLAIN-1288,MED-2450,272.77
jev-score,PLAIN-1288,MED-2494,215.33
jev-score,PLAIN-1288,MED-3701,237.09
jev-score,PLAIN-1288,MED-10,357.49
jev-score,PLAIN-1288,MED-14,256.83
jev-score,PLAIN-1288,MED-118,492.42
jev-score,PLAIN-1288,MED-301,207.72
jev-score,PLAIN-1299,MED-4747,251.56
jev-score,PLAIN-1299,MED-3135,213.65
jev-score,PLAIN-1299,MED-2983,200.29
jev-score,PLAIN-1299,MED-2106,215.75
jev-score,PLAIN-1299,MED-2774,224.26
jev-score,PLAIN-1299,MED-1223,348.11
jev-score,PLAIN-1299,MED-1229,181.25
jev-score,PLAIN-1299,MED-2123,264.85
jev-score,PLAIN-1299,MED-2498,302.87
jev-score,PLAIN-1299,MED-1601,246.75
jev-score,PLAIN-1299,MED-4224,249.69
jev-score,PLAIN-1299,MED-2573,237.39
jev-score,PLAIN-1299,MED-3875,295.16
jev-score,PLAIN-1299,MED-4239,268.99
jev-score,PLAIN-1299,MED-4890,272.83
jev-score,PLAIN-1299,MED-4451,236.67
jev-score,PLAIN-1299,MED-2102,230.31
jev-score,PLAIN-1299,MED-3276,270.23
jev-score,PLAIN-1299,MED-2700,197.29
jev-score,PLAIN-1299,MED-5237,290.12
jev-score,PLAIN-1309,MED-10,248.63
jev-score,PLAIN-1309,MED-14,277.4
jev-score,PLAIN-1309,MED-118,224.03
jev-score,PLAIN-1309,MED-301,201.49
jev-score,PLAIN-1309,MED-306,230.3
jev-score,PLAIN-1309,MED-329,562.15
jev-score,PLAIN-1309,MED-330,231.18
jev-score,PLAIN-1309,MED-332,233.93
jev-score,PLAIN-1309,MED-334,389.84
jev-score,PLAIN-1309,MED-335,218.95
jev-score,PLAIN-1309,MED-398,253.36
jev-score,PLAIN-1309,MED-557,243.1
jev-score,PLAIN-1309,MED-666,267.7
jev-score,PLAIN-1309,MED-691,293.94
jev-score,PLAIN-1309,MED-692,209.97
jev-score,PLAIN-1309,MED-702,330.67
jev-score,PLAIN-1309,MED-706,217.96
jev-score,PLAIN-1309,MED-707,240.34
jev-score,PLAIN-1309,MED-708,243.45
jev-score,PLAIN-1309,MED-709,215.7
jev-score,PLAIN-1320,MED-4929,241.09
jev-score,PLAIN-1320,MED-2760,277.71
jev-score,PLAIN-1320,MED-2758,268.29
jev-score,PLAIN-1320,MED-1986,185.16
jev-score,PLAIN-1320,MED-2525,258.09
jev-score,PLAIN-1320,MED-3932,225.95
jev-score,PLAIN-1320,MED-1545,233.8
jev-score,PLAIN-1320,MED-2761,275.61
jev-score,PLAIN-1320,MED-728,241.02
jev-score,PLAIN-1320,MED-1543,266.56
jev-score,PLAIN-1320,MED-1549,186.97
jev-score,PLAIN-1320,MED-3759,254.04
jev-score,PLAIN-1320,MED-2112,231.02
jev-score,PLAIN-1320,MED-727,246.13
jev-score,PLAIN-1320,MED-3749,202.89
jev-score,PLAIN-1320,MED-3427,244.92
jev-score,PLAIN-1320,MED-1041,388.69
jev-score,PLAIN-1320,MED-749,255.75
jev-score,PLAIN-1320,MED-5124,267.27
jev-score,PLAIN-1320,MED-5256,223.18
jev-score,PLAIN-1331,MED-1049,252.07
jev-score,PLAIN-1331,MED-3381,323.68
jev-score,PLAIN-1331,MED-3391,262.93
jev-score,PLAIN-1331,MED-10,263.47
jev-score,PLAIN-1331,MED-14,216.47
jev-score,PLAIN-1331,MED-118,252.94
jev-score,PLAIN-1331,MED-301,177.18
jev-score,PLAIN-1331,MED-306,237.62
jev-score,PLAIN-1331,MED-329,227.55
jev-score,PLAIN-1331,MED-330,202.62
jev-score,PLAIN-1331,MED-332,292.8
jev-score,PLAIN-1331,MED-334,237.54
jev-score,PLAIN-1331,MED-335,242.56
jev-score,PLAIN-1331,MED-398,228.32
jev-score,PLAIN-1331,MED-557,185.21
jev-score,PLAIN-1331,MED-666,211.06
jev-score,PLAIN-1331,MED-691,220.57
jev-score,PLAIN-1331,MED-692,266.04
jev-score,PLAIN-1331,MED-702,284.65
jev-score,PLAIN-1331,MED-706,222.95
jev-score,PLAIN-1342,MED-2851,217.05
jev-score,PLAIN-1342,MED-4317,288.99
jev-score,PLAIN-1342,MED-1403,203.78
jev-score,PLAIN-1342,MED-2845,189.98
jev-score,PLAIN-1342,MED-2844,273.31
jev-score,PLAIN-1342,MED-1401,234.79
jev-score,PLAIN-1342,MED-5326,196.8
jev-score,PLAIN-1342,MED-4493,271.62
jev-score,PLAIN-1342,MED-2108,211.36
jev-score,PLAIN-1342,MED-4318,204.2
jev-score,PLAIN-1342,MED-4316,188.68
jev-score,PLAIN-1342,MED-898,295.33
jev-score,PLAIN-1342,MED-4926,238.91
jev-score,PLAIN-1342,MED-4773,272.74
jev-score,PLAIN-1342,MED-2901,207.5
jev-score,PLAIN-1342,MED-2983,409.58
jev-score,PLAIN-1342,MED-847,254.32
jev-score,PLAIN-1342,MED-2979,285.07
jev-score,PLAIN-1342,MED-4772,291.12
jev-score,PLAIN-1342,MED-5235,232.5
jev-score,PLAIN-1353,MED-976,297.21
jev-score,PLAIN-1353,MED-2110,272.31
jev-score,PLAIN-1353,MED-10,259.29
jev-score,PLAIN-1353,MED-14,261.6
jev-score,PLAIN-1353,MED-118,376.46
jev-score,PLAIN-1353,MED-301,316.39
jev-score,PLAIN-1353,MED-306,236.85
jev-score,PLAIN-1353,MED-329,246.64
jev-score,PLAIN-1353,MED-330,207.36
jev-score,PLAIN-1353,MED-332,257.99
jev-score,PLAIN-1353,MED-334,299.39
jev-score,PLAIN-1353,MED-335,239.74
jev-score,PLAIN-1353,MED-398,315.83
jev-score,PLAIN-1353,MED-557,248.44
jev-score,PLAIN-1353,MED-666,267.66
jev-score,PLAIN-1353,MED-691,231.27
jev-score,PLAIN-1353,MED-692,238.06
jev-score,PLAIN-1353,MED-702,252.91
jev-score,PLAIN-1353,MED-706,584.61
jev-score,PLAIN-1353,MED-707,246.96
jev-score,PLAIN-1363,MED-3620,213.09
jev-score,PLAIN-1363,MED-10,241.94
jev-score,PLAIN-1363,MED-14,226.08
jev-score,PLAIN-1363,MED-118,223.65
jev-score,PLAIN-1363,MED-301,328.22
jev-score,PLAIN-1363,MED-306,256.1
jev-score,PLAIN-1363,MED-329,283.17
jev-score,PLAIN-1363,MED-330,233.44
jev-score,PLAIN-1363,MED-332,335.86
jev-score,PLAIN-1363,MED-334,209.93
jev-score,PLAIN-1363,MED-335,290.86
jev-score,PLAIN-1363,MED-398,233.4
jev-score,PLAIN-1363,MED-557,218.4
jev-score,PLAIN-1363,MED-666,242.68
jev-score,PLAIN-1363,MED-691,223.22
jev-score,PLAIN-1363,MED-692,266.27
jev-score,PLAIN-1363,MED-702,204.85
jev-score,PLAIN-1363,MED-706,242.55
jev-score,PLAIN-1363,MED-707,303.12
jev-score,PLAIN-1363,MED-708,233.54
jev-score,PLAIN-1374,MED-820,266.66
jev-score,PLAIN-1374,MED-3429,248.64
jev-score,PLAIN-1374,MED-3398,217.87
jev-score,PLAIN-1374,MED-3795,267.84
jev-score,PLAIN-1374,MED-4747,325.24
jev-score,PLAIN-1374,MED-5292,282.31
jev-score,PLAIN-1374,MED-3434,346.67
jev-score,PLAIN-1374,MED-1647,316.58
jev-score,PLAIN-1374,MED-5223,282.19
jev-score,PLAIN-1374,MED-828,324.55
jev-score,PLAIN-1374,MED-3940,233.23
jev-score,PLAIN-1374,MED-4757,295.51
jev-score,PLAIN-1374,MED-4897,272.83
jev-score,PLAIN-1374,MED-3428,230.6
jev-score,PLAIN-1374,MED-3247,319.4
jev-score,PLAIN-1374,MED-832,257.04
jev-score,PLAIN-1374,MED-1010,235.32
jev-score,PLAIN-1374,MED-3353,299.31
jev-score,PLAIN-1374,MED-4664,207.48
jev-score,PLAIN-1374,MED-3673,189.62
jev-score,PLAIN-1387,MED-3380,272.48
jev-score,PLAIN-1387,MED-5063,242.51
jev-score,PLAIN-1387,MED-1686,275.03
jev-score,PLAIN-1387,MED-3383,227.49
jev-score,PLAIN-1387,MED-4655,344.22
jev-score,PLAIN-1387,MED-2078,315.99
jev-score,PLAIN-1387,MED-3384,342.91
jev-score,PLAIN-1387,MED-1153,291.49
jev-score,PLAIN-1387,MED-5062,285.39
jev-score,PLAIN-1387,MED-3381,292.49
jev-score,PLAIN-1387,MED-3013,359.59
jev-score,PLAIN-1387,MED-4840,308.34
jev-score,PLAIN-1387,MED-3382,264.71
jev-score,PLAIN-1387,MED-2121,760.78
jev-score,PLAIN-1387,MED-2992,242.47
jev-score,PLAIN-1387,MED-10,262.02
jev-score,PLAIN-1387,MED-14,297.15
jev-score,PLAIN-1387,MED-118,294.17
jev-score,PLAIN-1387,MED-301,272.46
jev-score,PLAIN-1387,MED-306,351.56
jev-score,PLAIN-1398,MED-1715,296.67
jev-score,PLAIN-1398,MED-4212,248.37
jev-score,PLAIN-1398,MED-4228,299.51
jev-score,PLAIN-1398,MED-4897,490.86
jev-score,PLAIN-1398,MED-4216,235.55
jev-score,PLAIN-1398,MED-1712,348.74
jev-score,PLAIN-1398,MED-1719,302.76
jev-score,PLAIN-1398,MED-1724,269.59
jev-score,PLAIN-1398,MED-4220,335.92
jev-score,PLAIN-1398,MED-1722,276.21
jev-score,PLAIN-1398,MED-1720,245.84
jev-score,PLAIN-1398,MED-1723,504.49
jev-score,PLAIN-1398,MED-3959,257.63
jev-score,PLAIN-1398,MED-1716,311.79
jev-score,PLAIN-1398,MED-4112,254.04
jev-score,PLAIN-1398,MED-1587,242.33
jev-score,PLAIN-1398,MED-4225,266.74
jev-score,PLAIN-1398,MED-1711,257.22
jev-score,PLAIN-1398,MED-4211,292.15
jev-score,PLAIN-1398,MED-2114,320.18
jev-score,PLAIN-1409,MED-1570,228.94
jev-score,PLAIN-1409,MED-1675,262.28
jev-score,PLAIN-1409,MED-1572,356.28
jev-score,PLAIN-1409,MED-1697,395.59
jev-score,PLAIN-1409,MED-1272,322.87
jev-score,PLAIN-1409,MED-1689,397.33
jev-score,PLAIN-1409,MED-5073,255.76
jev-score,PLAIN-1409,MED-3321,296.4
jev-score,PLAIN-1409,MED-1144,277.64
jev-score,PLAIN-1409,MED-5101,215.29
jev-score,PLAIN-1409,MED-2327,210.57
jev-score,PLAIN-1409,MED-5311,271.8
jev-score,PLAIN-1409,MED-1274,268.79
jev-score,PLAIN-1409,MED-2165,267.35
jev-score,PLAIN-1409,MED-5156,336.94
jev-score,PLAIN-1409,MED-3385,281.78
jev-score,PLAIN-1409,MED-1596,238.81
jev-score,PLAIN-1409,MED-5238,213.95
jev-score,PLAIN-1409,MED-4255,282.19
jev-score,PLAIN-1409,MED-4613,257.21
jev-score,PLAIN-1419,MED-4198,227.73
jev-score,PLAIN-1419,MED-2327,190.54
jev-score,PLAIN-1419,MED-5156,200.41
jev-score,PLAIN-1419,MED-2344,271.0
jev-score,PLAIN-1419,MED-10,299.04
jev-score,PLAIN-1419,MED-14,287.09
jev-score,PLAIN-1419,MED-118,528.88
jev-score,PLAIN-1419,MED-301,236.35
jev-score,PLAIN-1419,MED-306,326.59
jev-score,PLAIN-1419,MED-329,330.36
jev-score,PLAIN-1419,MED-330,234.71
jev-score,PLAIN-1419,MED-332,311.42
jev-score,PLAIN-1419,MED-334,212.43
jev-score,PLAIN-1419,MED-335,277.59
jev-score,PLAIN-1419,MED-398,210.98
jev-score,PLAIN-1419,MED-557,278.39
jev-score,PLAIN-1419,MED-666,254.73
jev-score,PLAIN-1419,MED-691,246.76
jev-score,PLAIN-1419,MED-692,252.2
jev-score,PLAIN-1419,MED-702,280.35
jev-score,PLAIN-1429,MED-4594,274.19
jev-score,PLAIN-1429,MED-1381,309.09
jev-score,PLAIN-1429,MED-4802,237.76
jev-score,PLAIN-1429,MED-4057,258.09
jev-score,PLAIN-1429,MED-1559,212.99
jev-score,PLAIN-1429,MED-5125,341.62
jev-score,PLAIN-1429,MED-2428,235.18
jev-score,PLAIN-1429,MED-1210,284.51
jev-score,PLAIN-1429,MED-3354,208.67
jev-score,PLAIN-1429,MED-1743,255.66
jev-score,PLAIN-1429,MED-4786,306.66
jev-score,PLAIN-1429,MED-3696,215.57
jev-score,PLAIN-1429,MED-1213,219.93
jev-score,PLAIN-1429,MED-3448,210.88
jev-score,PLAIN-1429,MED-3793,273.22
jev-score,PLAIN-1429,MED-4157,194.44
jev-score,PLAIN-1429,MED-4925,342.25
jev-score,PLAIN-1429,MED-2977,198.27
jev-score,PLAIN-1429,MED-4892,250.69
jev-score,PLAIN-1429,MED-5196,210.76
jev-score,PLAIN-1441,MED-2216,213.3
jev-score,PLAIN-1441,MED-2773,243.88
jev-score,PLAIN-1441,MED-2770,1158.51
jev-score,PLAIN-1441,MED-3629,259.95
jev-score,PLAIN-1441,MED-1332,253.68
jev-score,PLAIN-1441,MED-3659,249.75
jev-score,PLAIN-1441,MED-2299,310.19
jev-score,PLAIN-1441,MED-5117,214.7
jev-score,PLAIN-1441,MED-2218,246.75
jev-score,PLAIN-1441,MED-4817,208.62
jev-score,PLAIN-1441,MED-4824,236.38
jev-score,PLAIN-1441,MED-5094,204.91
jev-score,PLAIN-1441,MED-4410,221.97
jev-score,PLAIN-1441,MED-3448,209.67
jev-score,PLAIN-1441,MED-3973,234.44
jev-score,PLAIN-1441,MED-3000,250.62
jev-score,PLAIN-1441,MED-1532,200.24
jev-score,PLAIN-1441,MED-5139,233.54
jev-score,PLAIN-1441,MED-2657,287.76
jev-score,PLAIN-1441,MED-2385,259.43
jev-score,PLAIN-1453,MED-2221,248.46
jev-score,PLAIN-1453,MED-4366,227.14
jev-score,PLAIN-1453,MED-1955,265.5
jev-score,PLAIN-1453,MED-2742,280.28
jev-score,PLAIN-1453,MED-1761,207.68
jev-score,PLAIN-1453,MED-5288,338.16
jev-score,PLAIN-1453,MED-2738,238.91
jev-score,PLAIN-1453,MED-4796,235.58
jev-score,PLAIN-1453,MED-1046,240.49
jev-score,PLAIN-1453,MED-1150,294.61
jev-score,PLAIN-1453,MED-3060,237.5
jev-score,PLAIN-1453,MED-2063,258.86
jev-score,PLAIN-1453,MED-1144,249.74
jev-score,PLAIN-1453,MED-2181,273.58
jev-score,PLAIN-1453,MED-3497,215.68
jev-score,PLAIN-1453,MED-3376,262.94
jev-score,PLAIN-1453,MED-3769,310.69
jev-score,PLAIN-1453,MED-1196,200.0
jev-score,PLAIN-1453,MED-1534,218.55
jev-score,PLAIN-1453,MED-3050,222.82
jev-score,PLAIN-1463,MED-2140,220.79
jev-score,PLAIN-1463,MED-2147,195.58
jev-score,PLAIN-1463,MED-3136,205.02
jev-score,PLAIN-1463,MED-4165,201.33
jev-score,PLAIN-1463,MED-3584,215.59
jev-score,PLAIN-1463,MED-3132,209.77
jev-score,PLAIN-1463,MED-3138,258.59
jev-score,PLAIN-1463,MED-1880,202.88
jev-score,PLAIN-1463,MED-2352,245.6
jev-score,PLAIN-1463,MED-1133,311.9
jev-score,PLAIN-1463,MED-2777,202.2
jev-score,PLAIN-1463,MED-1137,223.23
jev-score,PLAIN-1463,MED-2141,244.53
jev-score,PLAIN-1463,MED-4991,198.13
jev-score,PLAIN-1463,MED-2144,197.99
jev-score,PLAIN-1463,MED-2263,200.79
jev-score,PLAIN-1463,MED-5079,433.63
jev-score,PLAIN-1463,MED-3237,276.42
jev-score,PLAIN-1463,MED-2010,272.68
jev-score,PLAIN-1463,MED-4502,219.79
jev-score,PLAIN-1473,MED-4455,214.49
